UID	ACCESSION	VERSION	ORGANISM	SEQ_LEN	TAXONOMY	ORGANISM_GENUS_SPECIES
OR528897.1	OR528897	1	Astragalus membranaceus	123548	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus membranaceus
OR537963.1	OR537963	1	Astragalus leucocephalus	123412	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus leucocephalus
OR520904.1	OR520904	1	Tillandsia capillaris	166096	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Bromeliaceae; Tillandsioideae; core Tillandsioideae; Tillandsieae; Tillandsia	Tillandsia capillaris
OR521090.1	OR521090	1	Meconopsis paniculata	152887	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Papaveraceae; Papaveroideae; Meconopsis	Meconopsis paniculata
OR521089.1	OR521089	1	Meconopsis pinnatifolia	153557	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Ranunculales; Papaveraceae; Papaveroideae; Meconopsis	Meconopsis pinnatifolia
OR526424.1	OR526424	1	Tricyrtis xianjuensis	155748	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Liliales; Liliaceae; Tricyrtis	Tricyrtis xianjuensis
OR536593.1	OR536593	1	Rorippa apetala	154818	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; malvids; Brassicales; Brassicaceae; Cardamineae; Rorippa	Rorippa apetala
OR528870.1	OR528870	1	Tsuga diversifolia	120963	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Conifers I; Pinales; Pinaceae; Tsuga	Tsuga diversifolia
OR528868.1	OR528868	1	Picea jezoensis	124152	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Pinopsida; Pinidae; Conifers I; Pinales; Pinaceae; Picea	Picea jezoensis
OR513079.1	OR513079	1	Spiraea trichocarpa	155907	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea trichocarpa
OR513078.1	OR513078	1	Spiraea nipponica	155961	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea nipponica
OR513073.1	OR513073	1	Spiraea fritschiana	156068	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea fritschiana
OR513069.1	OR513069	1	Spiraea dasyantha	156068	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea dasyantha
OR513068.1	OR513068	1	Spiraea cantoniensis	155932	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea cantoniensis
OR513062.1	OR513062	1	Spiraea laeta	156033	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea laeta
OR513060.1	OR513060	1	Spiraea ovalis	155994	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea ovalis
OR513059.1	OR513059	1	Spiraea longigemmis	155977	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea longigemmis
OR513058.1	OR513058	1	Spiraea veitchii	156001	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea veitchii
OR513057.1	OR513057	1	Spiraea hypericifolia	155992	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Rosales; Rosaceae; Amygdaloideae; Spiraeeae; Spiraea	Spiraea hypericifolia
NC_082907.1	NC_082907	1	Amorphophallus krausei	172418	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Araceae; Aroideae; Thomsonieae; Amorphophallus	Amorphophallus krausei
NC_082906.1	NC_082906	1	Amorphophallus yunnanensis	164417	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Araceae; Aroideae; Thomsonieae; Amorphophallus	Amorphophallus yunnanensis
OR413319.1	OR413319	1	Ctenium newtonii	134048	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Gouiniodinae; Cteniinae; Ctenium	Ctenium newtonii
OR413318.1	OR413318	1	Ctenium aromaticum	134492	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Gouiniodinae; Cteniinae; Ctenium	Ctenium aromaticum
OR413317.1	OR413317	1	Kampochloa brachyphylla	137595	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Cynodonteae incertae sedis; Kampochloa	Kampochloa brachyphylla
OR413316.1	OR413316	1	Ctenium polystachyum	134517	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Gouiniodinae; Cteniinae; Ctenium	Ctenium polystachyum
OR413315.1	OR413315	1	Ctenium plumosum	134509	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Gouiniodinae; Cteniinae; Ctenium	Ctenium plumosum
OR413314.1	OR413314	1	Ctenium concissum	134558	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Poales; Poaceae; PACMAD clade; Chloridoideae; Cynodonteae; Gouiniodinae; Cteniinae; Ctenium	Ctenium concissum
MW719854.1	MW719854	1	Astragalus adsurgens	122796	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; rosids; fabids; Fabales; Fabaceae; Papilionoideae; 50 kb inversion clade; NPAAA clade; Hologalegina; IRL clade; Galegeae; Astragalus	Astragalus adsurgens
OR466804.1	OR466804	1	Cryptocarya cercophylla	156333	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Magnoliidae; Laurales; Lauraceae; Cryptocarya	Cryptocarya cercophylla
OR460026.1	OR460026	1	Epidendrum avicula	149741	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Laeliinae; Epidendrum	Epidendrum avicula
OR460025.1	OR460025	1	Epidendrum eburneum	150986	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Laeliinae; Epidendrum	Epidendrum eburneum
OR460024.1	OR460024	1	Epidendrum porpax	148859	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Laeliinae; Epidendrum	Epidendrum porpax
OR460023.1	OR460023	1	Epidendrum diffusum	147902	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Laeliinae; Epidendrum	Epidendrum diffusum
OR460022.1	OR460022	1	Epidendrum ciliare	149580	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Epidendreae; Laeliinae; Epidendrum	Epidendrum ciliare
OK377287.1	OK377287	1	Amyema preissii	120716	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Amyeminae; Amyema	Amyema preissii
OK377286.1	OK377286	1	Amyema pendula	121527	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Amyeminae; Amyema	Amyema pendula
OK377284.1	OK377284	1	Amyema miraculosa	123010	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Amyeminae; Amyema	Amyema miraculosa
OK377283.1	OK377283	1	Amyema miquelii	122072	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Amyeminae; Amyema	Amyema miquelii
OK377280.1	OK377280	1	Muellerina eucalyptoides	122898	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Ileostylinae; Muellerina	Muellerina eucalyptoides
OK377277.1	OK377277	1	Muellerina celastroides	126675	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Ileostylinae; Muellerina	Muellerina celastroides
OK377276.1	OK377276	1	Lysiana exocarpi	123718	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Elytrantheae; Lysiana	Lysiana exocarpi
OK377274.1	OK377274	1	Korthalsella rubra	131760	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Viscaceae; Korthalsella	Korthalsella rubra
OK377273.1	OK377273	1	Amyema quandang	121068	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; Santalales; Loranthaceae; Lorantheae; Amyeminae; Amyema	Amyema quandang
MZ461473.1	MZ461473	1	Lepechinia chamaedryoides	152014	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Lepechinia	Lepechinia chamaedryoides
MZ461472.1	MZ461472	1	Salvia dorystaechas	151994	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salviinae; Salvia; Salvia subgen. Dorystaechas	Salvia dorystaechas
MZ461471.1	MZ461471	1	Salvia apiana	151550	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salviinae; Salvia; Salvia incertae sedis	Salvia apiana
MZ461469.1	MZ461469	1	Salvia lyrata	151228	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salviinae; Salvia; Salvia incertae sedis	Salvia lyrata
MZ461468.1	MZ461468	1	Salvia forsskaolei	151745	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; lamiids; Lamiales; Lamiaceae; Nepetoideae; Mentheae; Salviinae; Salvia; Salvia incertae sedis	Salvia forsskaolei
OP104183.1	OP104183	1	Ilex litseifolia	157972	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex litseifolia
OP104182.1	OP104182	1	Ilex nitidissima	157641	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex nitidissima
OP104181.1	OP104181	1	Ilex wattii subsp. marlipoensis	157570	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex; Ilex wattii	Ilex wattii
OP104179.1	OP104179	1	Ilex venulosa	157967	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex venulosa
OP104176.1	OP104176	1	Ilex hirsuta	157983	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex hirsuta
OP104175.1	OP104175	1	Ilex robustinervosa	157217	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex robustinervosa
OP104174.1	OP104174	1	Ilex jingxiensis	157564	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex jingxiensis
OP104173.1	OP104173	1	Ilex cauliflora	157565	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex cauliflora
OP104172.1	OP104172	1	Ilex decidua	157736	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex decidua
OP104171.1	OP104171	1	Ilex rubra	157863	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex rubra
OP104170.1	OP104170	1	Ilex verticillata	157814	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex verticillata
OP104169.1	OP104169	1	Ilex tolucana	157453	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex tolucana
OP104168.1	OP104168	1	Ilex peiradena	157204	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex peiradena
OP104167.1	OP104167	1	Ilex stewardii	157857	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex stewardii
OP104166.1	OP104166	1	Ilex nanningensis	157568	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex nanningensis
OP104165.1	OP104165	1	Ilex chengkouensis	157219	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex chengkouensis
OP104164.1	OP104164	1	Ilex aculeolata	157923	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex aculeolata
OP104162.1	OP104162	1	Ilex sinica	157816	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex sinica
OP104161.1	OP104161	1	Ilex subrugosa	157576	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex subrugosa
OP104158.1	OP104158	1	Ilex kunmingensis	157550	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex kunmingensis
OP104156.1	OP104156	1	Ilex macropoda	157773	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex macropoda
OP104155.1	OP104155	1	Ilex wuana	157806	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex wuana
OP104154.1	OP104154	1	Ilex tsiangiana	157978	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex tsiangiana
OP104153.1	OP104153	1	Ilex nuculicava	157472	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex nuculicava
OP104152.1	OP104152	1	Ilex godajam	157848	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex godajam
OP104151.1	OP104151	1	Ilex wugongshanensis	157575	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex wugongshanensis
OP104150.1	OP104150	1	Ilex shukunii	157544	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex shukunii
OP104149.1	OP104149	1	Ilex pentagona	157561	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex pentagona
OP104147.1	OP104147	1	Ilex wenchowensis	157563	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex wenchowensis
OP104145.1	OP104145	1	Ilex hylonoma	157222	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex hylonoma
OP104141.1	OP104141	1	Ilex forrestii	157885	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex forrestii
OP104140.1	OP104140	1	Ilex intricata	157512	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex intricata
OP104139.1	OP104139	1	Ilex nothofagifolia	157512	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex nothofagifolia
OP104138.1	OP104138	1	Ilex sterrophylla	157565	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex sterrophylla
OP104137.1	OP104137	1	Ilex serrata	157739	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex serrata
OP104136.1	OP104136	1	Ilex salicina	157795	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex salicina
OP104135.1	OP104135	1	Ilex qingyuanensis	157973	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex qingyuanensis
OP104133.1	OP104133	1	Ilex polypyrena	157776	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex polypyrena
OP104129.1	OP104129	1	Ilex omeiensis	157849	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex omeiensis
OP526366.1	OP526366	1	Malaxis monophyllos	153396	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; Liliopsida; Asparagales; Orchidaceae; Epidendroideae; Malaxideae; Malaxidinae; Malaxis	Malaxis monophyllos
OP022191.1	OP022191	1	Ilex cassine var. myrtifolia	157820	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex cassine
OP022189.1	OP022189	1	Ilex angulata	157687	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex angulata
OP022188.1	OP022188	1	Ilex dicarpa	157829	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex dicarpa
OP022187.1	OP022187	1	Ilex hainanensis	157860	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex hainanensis
OP022186.1	OP022186	1	Ilex fragilis	157849	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliopsida; eudicotyledons; Gunneridae; Pentapetalae; asterids; campanulids; Aquifoliales; Aquifoliaceae; Ilex	Ilex fragilis
